cep,logradouro,complemento,bairro,cidade,estado,longitude,latitude
59114-055,Vila Antônio Viana,,Nossa Senhora da Apresentação,Natal,RN,,
59022-030,Rua Antônio de Albuquerque,,Tirol,Natal,RN,,
59131-440,Rua Antônio de Almeida,,Pajuçara,Natal,RN,,
59062-780,Rua Antônio de Almeida,,Nossa Senhora de Nazaré,Natal,RN,,
59090-590,Rua Antônio de Nana,,Ponta Negra,Natal,RN,,
59074-886,Rua Anum,,Guarapes,Natal,RN,,
59124-690,Rua Anápolis,,Potengi,Natal,RN,,
59073-126,Travessa Anápolis,,Planalto,Natal,RN,,
59064-340,Rua Aníbal Correia,,Candelária,Natal,RN,,
59064-362,Rua Aníbal Correia,,Lagoa Nova,Natal,RN,,
59107-005,Rua Aníbal Leite Ribeiro,,Salinas,Natal,RN,,
59064-330,Rua Anísio de Souza,,Candelária,Natal,RN,,
59064-364,Rua Anísio de Souza,,Lagoa Nova,Natal,RN,,
59090-270,Rua Aparecida Bem Vindo,,Ponta Negra,Natal,RN,,
59050-230,Vila Aparecida,,Bom Pastor,Natal,RN,,
59020-015,Vila Aparecida,,Lagoa Seca,Natal,RN,,
59035-251,Vila Aparecida,,Quintas,Natal,RN,,
59040-261,Vila Aparecida,,Alecrim,Natal,RN,,
59090-271,Vila Aparecida,,Ponta Negra,Natal,RN,,
59104-255,Conjunto Apern,,Igapó,Natal,RN,,
59042-610,Avenida Apipucos,,Nordeste,Natal,RN,,
59124-600,Rua Apiúna,,Potengi,Natal,RN,,
59088-112,Rua Apocalipse,,Neópolis,Natal,RN,,
59025-170,Rua Apodi,301,Cidade Alta,Natal,RN,,
59020-130,Rua Apodi,303,Tirol,Natal,RN,,
59050-091,Vila Apodi,,Quintas,Natal,RN,,
59073-700,Travessa Apolo XV,,Planalto,Natal,RN,,
59123-614,Rua Apolônio Félix,,Pajuçara,Natal,RN,,
59076-440,Rua Apolônio de Souza,,Lagoa Nova,Natal,RN,,
59014-050,Rua Aprígio Alves,,Areia Preta,Natal,RN,,
59014-055,Travessa Aprígio Alves,,Areia Preta,Natal,RN,,
59124-001,1ª Travessa Apucarana,,Potengi,Natal,RN,,
59124-002,2ª Travessa Apucarana,,Potengi,Natal,RN,,
59124-003,3ª Travessa Apucarana,,Potengi,Natal,RN,,
59124-004,4ª Travessa Apucarana,,Potengi,Natal,RN,,
59124-005,5ª Travessa Apucarana,,Potengi,Natal,RN,,
59124-006,6ª Travessa Apucarana,,Potengi,Natal,RN,,
59124-000,Avenida Apucarana,,Potengi,Natal,RN,,
59129-250,Rua Apucarana,,Potengi,Natal,RN,,
59139-790,Rua Apóstolo André,,Lagoa Azul,Natal,RN,,
59139-810,Rua Apóstolo Felipe,,Lagoa Azul,Natal,RN,,
59138-622,Rua Apóstolo Paulo,,Lagoa Azul,Natal,RN,,
59139-780,Rua Apóstolo Pedro,,Lagoa Azul,Natal,RN,,
59139-840,Rua Apóstolo Simão,,Lagoa Azul,Natal,RN,,
59139-830,Rua Apóstolo Tadeu,,Lagoa Azul,Natal,RN,,
59139-800,Rua Apóstolo Tiago,,Lagoa Azul,Natal,RN,,
59139-820,Rua Apóstolo Tomé,,Lagoa Azul,Natal,RN,,
59115-702,Travessa Aquarela,,Nossa Senhora da Apresentação,Natal,RN,,
59080-440,Rua Aquidauana,,Neópolis,Natal,RN,,
59080-441,Travessa Aquidauana,,Neópolis,Natal,RN,,
59114-168,Travessa Aquiles,,Nossa Senhora da Apresentação,Natal,RN,,
59132-630,Rua Aquinópolis,,Pajuçara,Natal,RN,,
59108-140,Rua Aquiraz,,Potengi,Natal,RN,,
59090-360,Rua Arabaiana,,Ponta Negra,Natal,RN,,
59072-225,Rua Arabutan,,Felipe Camarão,Natal,RN,,
59068-580,Rua Arabutã,,Pitimbu,Natal,RN,,
59104-180,Avenida Aracaju,,Igapó,Natal,RN,,
59104-184,1ª Travessa Aracajú,,Igapó,Natal,RN,,
59104-186,2ª Travessa Aracajú,,Igapó,Natal,RN,,
59104-188,3ª Travessa Aracajú,,Igapó,Natal,RN,,
59104-182,Travessa Aracajú,,Igapó,Natal,RN,,
59040-045,Vila Aracam,,Nordeste,Natal,RN,,
59040-047,Vila Aracan II,,Alecrim,Natal,RN,,
59090-030,Rua Aracati,,Ponta Negra,Natal,RN,,
59071-020,Rua Aracati,,Cidade da Esperança,Natal,RN,,
59112-120,Rua Aracati,,Potengi,Natal,RN,,
59129-758,Travessa Aracati,,Lagoa Azul,Natal,RN,,
59084-080,Rua Aracitaba,,Neópolis,Natal,RN,,
59037-042,Vila Aracy,,Alecrim,Natal,RN,,
59132-710,Rua Aracy de Almeida,,Pajuçara,Natal,RN,,
59088-522,Travessa Aracê,,Neópolis,Natal,RN,,
59060-738,Rua Aragoiana,,Bom Pastor,Natal,RN,,
59080-420,Rua Araguaia,,Neópolis,Natal,RN,,
59122-150,Rua Araguaia,,Redinha,Natal,RN,,
59073-310,Rua Araguaina,,Planalto,Natal,RN,,
59074-872,Rua Araguaina,,Guarapes,Natal,RN,,
59054-020,Rua Araguari,,Dix-Sept Rosado,Natal,RN,,
59131-250,Rua Araguari,,Pajuçara,Natal,RN,,
59110-390,Rua Araguari,,Potengi,Natal,RN,,
59054-025,Travessa Araguari,,Dix-Sept Rosado,Natal,RN,,
59042-480,Rua Araguaçu,,Nordeste,Natal,RN,,
59068-750,Rua Aranaú,,Pitimbu,Natal,RN,,
59086-210,Rua Arapiraca,,Neópolis,Natal,RN,,
59069-640,Rua Arapoema,,Pitimbu,Natal,RN,,
59084-090,Rua Araponga,,Neópolis,Natal,RN,,
59129-440,Rua Arapoti,,Potengi,Natal,RN,,
59114-123,Rua Araputanga,,Nossa Senhora da Apresentação,Natal,RN,,
59042-430,Rua Arapuã,,Nordeste,Natal,RN,,
59069-610,Rua Araquacema,,Pitimbu,Natal,RN,,
59042-440,Rua Ararai,,Nordeste,Natal,RN,,
59110-340,Rua Araranguai,,Potengi,Natal,RN,,
59110-660,Rua Araranguá,,Potengi,Natal,RN,,
59136-350,Rua Araraquara,,Lagoa Azul,Natal,RN,,
59042-435,Rua Araras,,Nordeste,Natal,RN,,
59108-290,Rua Araripe,,Potengi,Natal,RN,,
59129-450,Praça Araruama,,Potengi,Natal,RN,,
59124-700,Rua Aratu,,Potengi,Natal,RN,,
59124-330,Rua Araucária,,Potengi,Natal,RN,,
59084-070,Rua Araxá,,Neópolis,Natal,RN,,
59129-590,Rua Araçatuba,,Potengi,Natal,RN,,
59124-640,Rua Araçuaí,,Potengi,Natal,RN,,
59042-420,Rua Araçá,,Nordeste,Natal,RN,,
59042-422,Travessa Araçá,,Nordeste,Natal,RN,,
59074-584,Rua Arco-íris,,Guarapes,Natal,RN,,
59074-310,Rua Arco-íris,,Felipe Camarão,Natal,RN,,
59090-280,Rua Areia Branca,,Ponta Negra,Natal,RN,,
59071-170,Rua Areia Branca,,Cidade da Esperança,Natal,RN,,
59010-336,Travessa Areia Branca,,Santos Reis,Natal,RN,,
59071-172,Travessa Areia Branca,,Cidade da Esperança,Natal,RN,,
59010-335,Travessa Areia Branca,,Rocas,Natal,RN,,
59092-513,Rua Areia Dourada,,Ponta Negra,Natal,RN,,
59070-260,Rua Areias,,Cidade da Esperança,Natal,RN,,
59131-340,Rua Arenápolis,,Pajuçara,Natal,RN,,
59091-160,Rua Arenópolis,,Ponta Negra,Natal,RN,,
59012-255,Travessa Argentina,,Ribeira,Natal,RN,,
59122-228,Travessa Argélia,,Redinha,Natal,RN,,
59062-265,Travessa Ari Barroso,,Nossa Senhora de Nazaré,Natal,RN,,
59022-210,Rua Aristides Lobo,,Lagoa Seca,Natal,RN,,
59090-720,Rua Aristides Porpino Filho,,Ponta Negra,Natal,RN,,
59012-335,Praça Aristófanes Fernandes,,Petrópolis,Natal,RN,,
59050-240,Rua Aristófanes Fernandes,,Bom Pastor,Natal,RN,,
59050-093,Rua Aristófanes Fernandes,,Quintas,Natal,RN,,
59050-241,Travessa Aristófanes Fernandes,,Quintas,Natal,RN,,
59050-245,Vila Aristófanes Fernandes,,Quintas,Natal,RN,,
59114-057,Travessa Arizona,,Nossa Senhora da Apresentação,Natal,RN,,
59090-487,Rua Arlindo Araripe,,Ponta Negra,Natal,RN,,
59065-730,Rua Arlindo Farias,,Candelária,Natal,RN,,
59139-564,Rua Arlindo Gomes de Paiva,,Lagoa Azul,Natal,RN,,
59080-460,Rua Arnaldo Neves da Silva,,Neópolis,Natal,RN,,
59129-803,Travessa Arnaldo Perez,,Lagoa Azul,Natal,RN,,
59054-395,Vila Arnoud Ribeiro,,Lagoa Nova,Natal,RN,,
59082-321,Rua Arquiteto Elias Salém da Silva,,Capim Macio,Natal,RN,,
59092-470,Rua Arquiteto Expedito Mesquita Oliveira Lopes Júnior,,Ponta Negra,Natal,RN,,
59122-025,Rua Arrebol,,Redinha,Natal,RN,,
59129-160,Rua Arroio Chuí,,Potengi,Natal,RN,,
59014-550,Alameda Arruda Câmara,,Tirol,Natal,RN,,
59040-046,Vila Arruda,,Alecrim,Natal,RN,,
59031-130,Vila Arruda,,Lagoa Seca,Natal,RN,,
59060-071,Vila Arruda,,Bom Pastor,Natal,RN,,
59115-518,Travessa Artemis,,Nossa Senhora da Apresentação,Natal,RN,,
59115-570,Rua Artesão Dary Miranda,,Nossa Senhora da Apresentação,Natal,RN,,
59129-740,Rua Artesão Farias,,Lagoa Azul,Natal,RN,,
59133-278,Rua Artur Medeiros de Lima,,Pajuçara,Natal,RN,,
59062-260,Rua Ary Barroso,,Nossa Senhora de Nazaré,Natal,RN,,
59014-350,Rua Ary Barroso,,Mãe Luiza,Natal,RN,,
59040-220,Rua Ary Parreiras,,Alecrim,Natal,RN,,
59040-226,Travessa Ary Parreiras,,Alecrim,Natal,RN,,
59040-225,Vila Ary Parreiras,,Alecrim,Natal,RN,,
59074-884,Rua Asa-Branca,,Guarapes,Natal,RN,,
59064-530,Rua Ascenso Ferreira,,Candelária,Natal,RN,,
59015-240,Rua Aspirante Mega,,Tirol,Natal,RN,,
59062-610,Rua Assad Salha,,Lagoa Nova,Natal,RN,,
59108-030,Rua Assaré,,Potengi,Natal,RN,,
59042-050,Rua Assis Brasil,,Quintas,Natal,RN,,
59015-510,Praça Assis Chateaubriand,,Tirol,Natal,RN,,
59030-005,Travessa Assis,,Alecrim,Natal,RN,,
59072-070,Rua Assunção,,Felipe Camarão,Natal,RN,,
59031-605,Vila Assunção,,Alecrim,Natal,RN,,
59114-130,Rua Astor dos Santos Dantas,,Nossa Senhora da Apresentação,Natal,RN,,
59054-450,Rua Astrogildo Segundo,,Lagoa Nova,Natal,RN,,
59086-130,Rua Atalaia,,Neópolis,Natal,RN,,
59014-190,Rua Atalaia,,Mãe Luiza,Natal,RN,,
59112-510,Rua Atalaia,,Potengi,Natal,RN,,
59014-195,Travessa Atalaia,,Mãe Luiza,Natal,RN,,
59064-570,Rua Ataulfo Alves,,Candelária,Natal,RN,,
59115-300,Rua Ateira,,Nossa Senhora da Apresentação,Natal,RN,,
59120-720,Rua Ateira,,Potengi,Natal,RN,,
59114-407,Travessa Atenas,,Nossa Senhora da Apresentação,Natal,RN,,
59135-590,Rua Atibaia,,Lagoa Azul,Natal,RN,,
59114-285,Rua Atlético Norte,,Nossa Senhora da Apresentação,Natal,RN,,
59129-000,Rua Atol das Rocas,,Potengi,Natal,RN,,
59129-030,Rua Atol de São Pedro,,Potengi,Natal,RN,,
59014-290,Rua Augusto Alves,,Mãe Luiza,Natal,RN,,
59052-070,Rua Augusto Calheiros,,Bom Pastor,Natal,RN,,
59072-700,Rua Augusto Calheiros,,Cidade Nova,Natal,RN,,
59073-106,Rua Augusto Dourado,,Planalto,Natal,RN,,
59020-380,Praça Augusto Leite,,Barro Vermelho,Natal,RN,,
59020-370,Travessa Augusto Leite,,Barro Vermelho,Natal,RN,,
59050-030,Rua Augusto Leopoldo,,Quintas,Natal,RN,,
59050-031,Travessa Augusto Leopoldo,,Quintas,Natal,RN,,
59037-340,Rua Augusto Monteiro,,Alecrim,Natal,RN,,
59014-618,Travessa Augusto Pereira,,Tirol,Natal,RN,,
59090-182,Rua Augusto Severo Neto,,Ponta Negra,Natal,RN,,
59012-380,Praça Augusto Severo,,Ribeira,Natal,RN,,
59071-260,Rua Augusto Severo,,Cidade da Esperança,Natal,RN,,
59114-206,Rua Augusto dos Anjos,,Nossa Senhora da Apresentação,Natal,RN,,
59065-370,Rua Augusto dos Anjos,,Candelária,Natal,RN,,
59131-350,Rua Aurilândia,,Pajuçara,Natal,RN,,
59125-290,Rua Auriverde,,Pajuçara,Natal,RN,,
59123-275,Rua Aurora,,Pajuçara,Natal,RN,,
59123-225,Travessa Aurora,,Pajuçara,Natal,RN,,
59030-410,Rua Aurélio Pinheiro,,Barro Vermelho,Natal,RN,,
59030-415,Travessa Aurélio Pinheiro,,Barro Vermelho,Natal,RN,,
59025-060,Rua Auta de Souza,,Cidade Alta,Natal,RN,,
59135-370,Rua Avaré,,Lagoa Azul,Natal,RN,,
59025-763,Rua Avaí,,Cidade Alta,Natal,RN,,
59072-462,Travessa Aveiro,,Felipe Camarão,Natal,RN,,
59022-610,Rua Avelino Teixeira,,Barro Vermelho,Natal,RN,,
59080-971,Avenida Ayrton Senna 112,,Capim Macio,Natal,RN,,
59091-970,Avenida Ayrton Senna 3871 Loja 5,,Neópolis,Natal,RN,,
59054-970,Avenida Bernardo Vieira 1690,,Dix-Sept Rosado,Natal,RN,,
59015-970,Avenida Bernardo Vieira 3775,,Tirol,Natal,RN,,
59075-970,Avenida Coronel Norton Chaves 375,,Lagoa Nova,Natal,RN,,
59075-971,Avenida Coronel Norton Chaves 375 Bloco II,,Lagoa Nova,Natal,RN,,
59075-979,Avenida Coronel Norton Chaves 375 Bloco III,,Lagoa Nova,Natal,RN,,
59110-972,Avenida Doutor João Medeiros Filho 1837,,Potengi,Natal,RN,,
59110-970,Avenida Doutor João Medeiros Filho 4000,,Redinha,Natal,RN,,
59010-970,Avenida Engenheiro Hildebrando de Góis 221,,Ribeira,Natal,RN,,
59082-971,"Avenida Engenheiro Roberto Freire 1962 Shopping Seaway Loja 03, Loja 04",,Capim Macio,Natal,RN,,
59082-970,Avenida Engenheiro Roberto Freire 2951 Bloco 4 Loja 2,,Capim Macio,Natal,RN,,
59078-972,Avenida Engenheiro Roberto Freire 481 Bloco 03 Loja 07,,Capim Macio,Natal,RN,,
59020-970,Avenida Hermes da Fonseca 1160,,Tirol,Natal,RN,,
59020-972,Avenida Hermes da Fonseca 1160,,Tirol,Natal,RN,,
59065-970,Avenida Prudente de Morais 6291 Loja 4,,Candelária,Natal,RN,,
59025-970,Avenida Rio Branco 538,,Cidade Alta,Natal,RN,,
59078-971,Avenida Senador Salgado Filho 2233 Loja 734A,,Capim Macio,Natal,RN,,
59072-974,Avenida Solange Nunes do Nascimento 282,,Cidade Nova,Natal,RN,,
59080-100,Avenida Ayrton Senna,603,Capim Macio,Natal,RN,,
59088-100,Avenida Ayrton Senna,2002,Neópolis,Natal,RN,,
59091-120,Avenida Ayrton Senna,3007,Ponta Negra,Natal,RN,,
59091-900,Avenida Ayrton Senna 3081,,Ponta Negra,Natal,RN,,
59080-245,Avenida Ayrton Senna,866,Neópolis,Natal,RN,,
59086-105,Avenida Ayrton Senna,1476,Neópolis,Natal,RN,,
59088-245,Avenida Ayrton Senna,2490,Neópolis,Natal,RN,,
59088-740,Avenida Ayrton Senna,2806,Neópolis,Natal,RN,,
59082-085,Avenida Ayrton Senna,871,Capim Macio,Natal,RN,,
59082-065,Avenida Ayrton Senna,1273,Capim Macio,Natal,RN,,
59084-205,Avenida Ayrton Senna,2005,Neópolis,Natal,RN,,
59084-295,Avenida Ayrton Senna,2621,Neópolis,Natal,RN,,
59091-010,Avenida Ayrton Senna,2823,Ponta Negra,Natal,RN,,
59133-232,Rua Ayrton Senna,,Pajuçara,Natal,RN,,
59080-101,Travessa Ayrton Senna,,Capim Macio,Natal,RN,,
59068-550,Rua Açaí,,Pitimbu,Natal,RN,,
59020-110,Rua Açu,,Tirol,Natal,RN,,
59133-250,Rua Açude Cacimba de Cima,,Pajuçara,Natal,RN,,
59133-240,Rua Açude Campo Redondo,,Pajuçara,Natal,RN,,
59133-230,Rua Açude Castelo Branco,,Pajuçara,Natal,RN,,
59133-150,Rua Açude Cruzeta,,Pajuçara,Natal,RN,,
59133-370,Rua Açude Dourado,,Pajuçara,Natal,RN,,
59133-190,Rua Açude Flechas,,Pajuçara,Natal,RN,,
59133-310,Rua Açude Gargalheira,,Pajuçara,Natal,RN,,
59133-160,Rua Açude Japi,,Pajuçara,Natal,RN,,
59133-210,Rua Açude Marechal Rondon,,Pajuçara,Natal,RN,,
59133-200,Rua Açude Mendobim,,Pajuçara,Natal,RN,,
59133-180,Rua Açude Poço Branco,,Pajuçara,Natal,RN,,
59133-140,Rua Açude Sabugi,,Pajuçara,Natal,RN,,
59133-320,Rua Açude Santa Cruz,,Pajuçara,Natal,RN,,
59133-360,Rua Açude Santa Rita de Cássia,,Pajuçara,Natal,RN,,
59133-170,Rua Açude Tourão,,Pajuçara,Natal,RN,,
59133-330,Rua Açude Trairi,,Pajuçara,Natal,RN,,
59133-270,Rua Açude de Angicos,,Pajuçara,Natal,RN,,
59133-340,Rua Açude de Itans,,Pajuçara,Natal,RN,,
59133-280,Rua Açude de Ouro Branco,,Pajuçara,Natal,RN,,
59133-290,Rua Açude de Pataxó,,Pajuçara,Natal,RN,,
59133-350,Rua Açude do Alívio,,Pajuçara,Natal,RN,,
59133-260,Rua Açude do Gavião,,Pajuçara,Natal,RN,,
59133-220,Rua Açude do Imbuzeiro,,Pajuçara,Natal,RN,,
59091-132,Rua Açude dos Umbuzeiros,,Ponta Negra,Natal,RN,,
59042-340,Rua Açuí,,Nordeste,Natal,RN,,
59042-342,Travessa Açuí,,Nordeste,Natal,RN,,
59115-001,Rodovia BR 101,389,Nossa Senhora da Apresentação,Natal,RN,,
59115-900,Rodovia BR 101 9000,,Nossa Senhora da Apresentação,Natal,RN,,
59139-850,Rodovia BR 101,490,Lagoa Azul,Natal,RN,,
59066-455,Rua Bacharel Breno Barros,,Candelária,Natal,RN,,
59082-354,Rua Bacharel Francisco Menezes de Melo,,Capim Macio,Natal,RN,,
59030-450,Rua Bacharel Heráclito Vilar,,Barro Vermelho,Natal,RN,,
59104-000,Avenida Bacharel Tomaz Landim,994,Igapó,Natal,RN,,
59104-228,Avenida Bacharel Tomaz Landim,1638,Igapó,Natal,RN,,
59104-212,Avenida Bacharel Tomaz Landim,2898,Igapó,Natal,RN,,
59106-120,Avenida Bacharel Tomaz Landim,3868,Igapó,Natal,RN,,
59114-645,Avenida Bacharel Tomaz Landim,52110,Nossa Senhora da Apresentação,Natal,RN,,
59042-510,Rua Bacopari,,Nordeste,Natal,RN,,
59084-160,Rua Baependi,,Neópolis,Natal,RN,,
59122-090,Rua Baependi,,Redinha,Natal,RN,,
59071-380,Rua Bagé,,Cidade da Esperança,Natal,RN,,
59120-260,Avenida Bahia,,Potengi,Natal,RN,,
59080-590,Rua Bahia,,Neópolis,Natal,RN,,
59131-450,Rua Baitaporã,,Pajuçara,Natal,RN,,
59114-202,Travessa Baixa Verde,,Nossa Senhora da Apresentação,Natal,RN,,
59129-280,Rua Balsa Nova,,Potengi,Natal,RN,,
59124-080,Rua Bambuí,,Potengi,Natal,RN,,
59070-290,Rua Bananeiras,,Cidade da Esperança,Natal,RN,,
59037-480,Vila Bandeira,,Alecrim,Natal,RN,,
59124-710,Praça Bandeirante,,Potengi,Natal,RN,,
59050-255,Travessa Bandeirantes,,Quintas,Natal,RN,,
59042-121,Vila Baracho,,Nordeste,Natal,RN,,
59037-370,Rua Baraúna,,Alecrim,Natal,RN,,
59054-370,Rua Baraúna,,Dix-Sept Rosado,Natal,RN,,
59035-515,Rua Baraúna,,Quintas,Natal,RN,,
59054-375,Travessa Baraúna,,Dix-Sept Rosado,Natal,RN,,
59084-420,Rua Barbacena,,Neópolis,Natal,RN,,
59112-070,Rua Barbalha,,Potengi,Natal,RN,,
59035-430,Vila Barbosa,,Quintas,Natal,RN,,
59063-205,Rua Barcelona,,Lagoa Nova,Natal,RN,,
59074-331,Travessa Barcelos,,Felipe Camarão,Natal,RN,,
59135-620,Rua Bariri,,Lagoa Azul,Natal,RN,,
59125-341,Travessa Bariri,,Pajuçara,Natal,RN,,
59124-720,Rua Barra Bonita,,Potengi,Natal,RN,,
59112-220,Rua Barra Mansa,,Potengi,Natal,RN,,
59112-400,Rua Barra Velha,,Potengi,Natal,RN,,
59060-770,Rua Barra Velha,,Bom Pastor,Natal,RN,,
59112-210,Rua Barra do Piraí,,Potengi,Natal,RN,,
59092-090,Rua Barra do Rio,,Ponta Negra,Natal,RN,,
59114-405,Travessa Barra do Sol,,Nossa Senhora da Apresentação,Natal,RN,,
59133-300,Avenida Barragem Armando Ribeiro,,Pajuçara,Natal,RN,,
59136-170,Rua Barreirinha,,Lagoa Azul,Natal,RN,,
59042-310,Rua Barreiros,,Nordeste,Natal,RN,,
59069-120,Rua Barrolândia,,Pitimbu,Natal,RN,,
59139-485,Rua Bartira,,Lagoa Azul,Natal,RN,,
59014-015,Rua Bartolomeu Ferraz,,Mãe Luiza,Natal,RN,,
59114-004,Travessa Bartolomeu Ferraz,,Nossa Senhora da Apresentação,Natal,RN,,
59075-262,Vila Bartolomeu,,Nova Descoberta,Natal,RN,,
59135-510,Rua Barueri,,Lagoa Azul,Natal,RN,,
59131-170,Rua Barão de Cocais,,Pajuçara,Natal,RN,,
59131-410,Rua Barão de Grajaú,,Pajuçara,Natal,RN,,
59069-740,Rua Barão de Ladário,,Pitimbu,Natal,RN,,
59066-285,Rua Barão de Lucena,,Pitimbu,Natal,RN,,
59060-225,2ª Travessa Barão de Mauá,,Bom Pastor,Natal,RN,,
59060-220,Rua Barão de Mauá,,Bom Pastor,Natal,RN,,
59060-221,Travessa Barão de Mauá,,Bom Pastor,Natal,RN,,
59114-265,Rua Barão de Melgaço,,Nossa Senhora da Apresentação,Natal,RN,,
59114-178,Travessa Barão de Melgaço,,Nossa Senhora da Apresentação,Natal,RN,,
59065-550,Rua Barão de Serra Branca,,Candelária,Natal,RN,,
59131-380,Rua Barão de Uruguaiana,,Pajuçara,Natal,RN,,
59065-540,Rua Barão do Açu,,Candelária,Natal,RN,,
59063-130,Rua Barão do Curumataú,,Lagoa Nova,Natal,RN,,
59069-560,Rua Barão do Garça,,Pitimbu,Natal,RN,,
59069-420,Rua Barão do Triunfo,,Pitimbu,Natal,RN,,
59074-451,Travessa Basca,,Felipe Camarão,Natal,RN,,
59050-260,Vila Batista,,Dix-Sept Rosado,Natal,RN,,
59042-640,Rua Batuque,,Nordeste,Natal,RN,,
59042-642,Vila Batuque,,Nordeste,Natal,RN,,
59108-090,Rua Baturité,,Potengi,Natal,RN,,
59135-430,Rua Bauru,,Lagoa Azul,Natal,RN,,
59122-152,Rua Bauru,,Redinha,Natal,RN,,
59070-160,Rua Bayeux,,Cidade da Esperança,Natal,RN,,
59074-374,Travessa Baía Branca,,Felipe Camarão,Natal,RN,,
59071-280,Rua Baía Formosa,,Cidade da Esperança,Natal,RN,,
59063-060,Rua Baía Formosa,,Lagoa Nova,Natal,RN,,
59094-090,Rua Baía da Traição,,Ponta Negra,Natal,RN,,
59092-295,Rua Baía das Canárias,,Ponta Negra,Natal,RN,,
59092-180,Rua Baía de Serinhaém,,Ponta Negra,Natal,RN,,
59129-140,Rua Baía de São José,,Potengi,Natal,RN,,
59032-420,Rua Baía de São Marcos,,Alecrim,Natal,RN,,
59092-160,Rua Baía de Turiaçu,,Ponta Negra,Natal,RN,,
59022-050,Rua Beatriz Pinheiro,,Barro Vermelho,Natal,RN,,
59064-660,Rua Beatriz Ramalho,,Candelária,Natal,RN,,
59122-101,1ª Travessa Beberibe,,Redinha,Natal,RN,,
59122-102,2ª Travessa Beberibe,,Redinha,Natal,RN,,
59122-100,Rua Beberibe,,Redinha,Natal,RN,,
59114-056,Travessa Beija-Flor,,Nossa Senhora da Apresentação,Natal,RN,,
59022-430,Avenida Beira Canal,,Tirol,Natal,RN,,
59025-766,Rua Beira Canal,,Cidade Alta,Natal,RN,,
59025-764,Travessa Beira Canal,,Cidade Alta,Natal,RN,,
59101-066,1ª Travessa Beira Mar,,Igapó,Natal,RN,,
59101-068,2ª Travessa Beira Mar,,Igapó,Natal,RN,,
59040-137,Rua Beira Mar,,Alecrim,Natal,RN,,
59101-060,Rua Beira Mar,,Igapó,Natal,RN,,
59040-144,Travessa Beira Mar,,Alecrim,Natal,RN,,
59115-280,Rua Beira Rio,,Nossa Senhora da Apresentação,Natal,RN,,
59104-430,Rua Beira Rio,,Igapó,Natal,RN,,
59025-757,Rua Beira Rio,,Cidade Alta,Natal,RN,,
59035-170,Rua Bela Colina,,Quintas,Natal,RN,,
59112-060,Rua Bela Cruz,,Potengi,Natal,RN,,
59132-620,Rua Bela Flor,,Pajuçara,Natal,RN,,
59114-524,Rua Bela Nápolis,,Nossa Senhora da Apresentação,Natal,RN,,
59104-239,1ª Travessa Bela Vista,,Igapó,Natal,RN,,
59104-218,2ª Travessa Bela Vista,,Igapó,Natal,RN,,
59010-396,Rua Bela Vista,,Santos Reis,Natal,RN,,
59073-078,Rua Bela Vista,,Planalto,Natal,RN,,
59060-190,Rua Bela Vista,,Bom Pastor,Natal,RN,,
59072-710,Rua Bela Vista,,Cidade Nova,Natal,RN,,
59104-230,Rua Bela Vista,,Igapó,Natal,RN,,
59010-490,Rua Bela Vista,,Rocas,Natal,RN,,
59125-370,Rua Bela Vista,,Pajuçara,Natal,RN,,
59123-355,Rua Bela Vista,,Pajuçara,Natal,RN,,
59125-360,Rua Bela Vista,,Pajuçara,Natal,RN,,
59129-696,Rua Bela Vista,,Lagoa Azul,Natal,RN,,
59074-747,Rua Bela Vista,,Guarapes,Natal,RN,,
59122-491,Rua Bela Vista,,Redinha,Natal,RN,,
59035-335,Travessa Bela Vista,,Quintas,Natal,RN,,
59104-233,Travessa Bela Vista,,Igapó,Natal,RN,,
59060-191,Travessa Bela Vista,,Bom Pastor,Natal,RN,,
59060-192,Vila Bela Vista,,Bom Pastor,Natal,RN,,
59072-744,Travessa Bela Época,,Felipe Camarão,Natal,RN,,
59037-044,Vila Belarmino,,Alecrim,Natal,RN,,
59115-190,Rua Belas Artes,,Nossa Senhora da Apresentação,Natal,RN,,
59090-317,Rua Belizário de Medeiros Dantas,,Ponta Negra,Natal,RN,,
59010-282,3ª Travessa Belo Horizonte,,Rocas,Natal,RN,,
59084-450,Rua Belo Horizonte,,Neópolis,Natal,RN,,
59010-280,Rua Belo Horizonte,,Rocas,Natal,RN,,
59010-288,Travessa Belo Horizonte,,Rocas,Natal,RN,,
59073-107,Travessa Belo Horizonte,,Planalto,Natal,RN,,
59068-730,Rua Belo Jardim,,Pitimbu,Natal,RN,,
59073-183,Vila Belo Jardim,,Planalto,Natal,RN,,
59070-110,Rua Belo Monte,,Cidade da Esperança,Natal,RN,,
59010-300,Rua Belo Monte,,Rocas,Natal,RN,,
59010-305,Travessa Belo Monte,,Rocas,Natal,RN,,
59068-830,Rua Belo Oriente,,Pitimbu,Natal,RN,,
59060-715,Rua Belo Rio,,Bom Pastor,Natal,RN,,
59072-314,Rua Belo Rio,,Felipe Camarão,Natal,RN,,
59072-360,Rua Belo Vale,,Felipe Camarão,Natal,RN,,
59072-550,Rua Belém Câmara,,Cidade Nova,Natal,RN,,
59070-270,Rua Belém,,Cidade da Esperança,Natal,RN,,
59067-320,Rua Bem-te-vi,,Pitimbu,Natal,RN,,
59108-490,Rua Benedito Alves da Silva,,Potengi,Natal,RN,,
59115-614,Travessa Benedito Benício,,Nossa Senhora da Apresentação,Natal,RN,,
