cep,udh
59605-460,
59615-442,
59104-590,1240810200056
59086-540,1240810200016
59075-450,
59151-650,1240325100008
59600-360,
59015-370,1240810200001
59297-360,1241200500001
59106-130,1240810200056
59042-180,1240810200041
59129-610,1240810200053
59146-380,1240325100019
59294-558,1241200500017
59138-619,1240810200004
59020-035,1240810200001
59082-380,1240810200013
59607-720,
59071-510,1240810200041
76100-000,
59108-295,1240810200053
59296-394,1241200500022
59150-693,1240325100021
59038-007,
59075-380,1240810200020
59615-090,
59141-420,1240710400013
59141-720,
59626-140,
59640-000,
59069-320,1240810200017
59052-250,1240810200046
59112-000,1240810200053
59122-455,1240810200058
59129-754,1240810200006
59621-070,
59626-050,
59067-420,1240810200019
59625-650,
59054-105,1240810200041
59142-255,1240325100030
59145-790,1240325100025
59147-630,1240325100019
59114-144,1240810200056
59607-280,
59050-070,1240810200046
04020-060,
59108-540,1240810200053
59291-580,1241200500001
59080-110,1240810200019
59071-370,1240810200041
59133-138,1240810200008
59073-017,1240810200042
59114-258,1240810200005
59104-325,1240810200056
59147-540,1240325100017
59072-225,1240810200049
59114-216,1240810200005
59092-220,1240810200013
59144-685,1240325100020
59141-765,1240325100030
59010-680,1240810200030
59138-060,1240810200059
59290-049,1241200500001
59133-010,1240810200059
59140-090,1240325100007
59135-530,1240810200059
59074-460,1240810200049
59072-817,1240810200055
59148-776,1240325100012
59110-000,1240810200053
59140-490,1240325100004
59108-010,1240810200053
59080-085,1240810200013
59138-617,1240810200004
59633-654,
59157-326,1240325100005
59068-040,1240810200019
59125-092,1240810200008
59146-140,1240325100019
59114-720,1240810200055
59127-240,1240810200053
59607-478,
59064-715,1240810200022
59122-170,1240810200058
59125-220,1240810200053
59110-160,1240810200053
59612-120,
59127-350,1240810200053
59135-708,1240810200004
59143-290,1240325100032
59114-246,1240810200005
59010-115,1240810200030
59022-440,1240810200001
59295-847,1241200500008
59144-296,1240325100003
69145-620,
59150-820,1240325100021
59068-590,1240810200017
59136-060,1240810200004
59152-530,1240325100021
59138-210,1240810200059
59132-720,1240810200059
59145-160,1240325100025
59084-060,1240810200016
59840-970,
59293-018,1241200500017
59073-169,1240810200052
59074-331,1240810200049
59296-132,1241200500008
59144-420,1240325100020
59064-580,1240810200022
59112-210,1240810200053
59136-160,1240810200004
59072-888,1240810200041
59114-008,1240810200056
59025-730,1240810200023
59607-075,
59101-070,1240810200056
59140-295,1240325100007
59114-653,
54151-250,
59074-618,1240810200042
59068-690,1240810200019
59615-314,
59151-540,1240325100021
59114-175,1240810200056
59124-160,1240810200053
21046-225,
59035-210,1240810200045
59073-124,1240810200048
59142-210,1240325100030
95670-000,
59022-070,1240810200032
59010-560,1240810200030
59129-433,1240810200006
59138-602,1240810200004
59135-120,1240810200059
54092-220,
59072-075,1240810200049
59088-040,1240810200016
59080-120,1240810200019
59025-120,1240810200033
59072-465,1240810200049
59031-110,1240810200032
59080-055,1240810200013
59073-094,1240810200048
59143-215,1240325100032
59151-163,1240325100021
59144-500,1240325100020
59073-058,1240810200048
59075-180,1240810200020
59141-200,1240325100031
59144-585,1240325100020
59030-530,1240810200032
59063-120,1240810200022
12914-080,
59056-275,1240810200020
59122-105,1240810200007
59056-260,1240810200020
59626-070,
59066-380,1240810200019
59139-542,1240810200004
59066-035,1240810200021
59160-413,1240325100027
59147-490,1240325100017
59014-015,1240810200002
59151-015,1240325100021
59144-336,1240325100020
59157-215,1240325100005
59148-800,1240325100012
59069-360,1240810200017
59020-210,1240810200001
59123-420,1240810200008
59086-320,1240810200019
59142-070,1240325100029
59607-100,
59032-220,1240810200031
59015-180,1240810200001
59150-736,
59020-010,1240810200001
59129-777,1240810200006
59020-180,1240810200001
59073-239,1240810200042
59114-420,1240810200055
59090-188,1240810200012
59132-310,1240810200059
59067-490,1240810200019
59295-495,1241200500023
77804-970,
59082-260,1240810200013
59073-122,1240810200042
59131-270,1240810200059
59062-050,1240810200041
59131-715,1240810200059
59155-236,1240325100015
59612-370,
59138-600,1240810200059
59066-360,1240810200019
59094-470,1240810200013
59073-075,1240810200048
59603-330,
59071-445,1240810200041
59078-340,1240810200013
95440-000,
59122-755,1240810200007
59138-607,1240810200004
59068-110,1240810200019
59056-030,1240810200020
59073-335,1240810200042
59069-400,1240810200017
55084-340,
59621-090,
59063-970,
59149-200,1240325100024
59092-190,1240810200013
59020-630,1240810200001
59032-110,1240810200031
59124-407,1240810200053
59123-700,1240810200008
59132-330,1240810200059
59069-020,1240810200017
59086-180,1240810200016
59080-445,1240810200019
59296-689,1241200500001
59056-220,1240810200020
59604-741,
59088-500,1240810200016
59090-050,1240810200013
59625-012,
59086-375,1240810200019
59150-330,1240325100021
59115-460,1240810200056
59151-530,1240325100021
59068-010,1240810200019
59065-660,1240810200021
59124-580,1240810200053
59067-580,1240810200019
59141-190,1240325100031
59149-570,1240325100033
59014-560,1240810200001
59063-360,1240810200020
59607-090,
59080-410,1240810200019
59146-240,1240325100019
59069-290,1240810200017
59612-140,
59020-560,1240810200032
59292-598,1241200500011
59131-370,1240810200059
59022-132,
59149-145,1240325100024
59054-900,1240810200020
59112-030,1240810200053
59076-305,1240810200010
59010-745,1240810200030
59014-185,1240810200002
59068-550,1240810200019
59619-720,
25050-290,
59120-500,1240810200053
59140-455,1240325100004
59073-360,
59133-145,1240810200059
59151-450,1240325100021
59140-650,1240325100004
59140-640,1240325100004
59031-370,1240810200035
59616-546,
59149-580,1240325100033
59131-005,1240810200008
59129-450,1240810200053
59014-435,1240810200002
59149-300,1240325100014
59110-040,1240810200053
59140-230,1240325100007
59114-003,1240810200055
59158-850,1240325100022
59156-805,1240325100005
59544-000,
59633-660,
59088-280,1240810200016
59133-263,1240810200059
59141-575,1240325100029
59141-660,1240325100029
59037-510,1240810200031
59159-310,1240325100028
59052-220,1240810200041
59104-264,1240810200053
59155-130,1240325100015
59114-125,1240810200056
59091-020,1240810200016
59025-790,1240810200012
59074-195,1240810200048
59060-215,1240810200041
59621-170,
52041-115,
59124-450,1240810200053
59140-820,1240325100009
59161-730,1240325100026
59115-511,1240810200005
59015-260,1240810200001
59611-100,
59297-858,1241200500001
59114-218,1240810200005
59031-140,1240810200032
59064-030,
59067-550,1240810200019
59154-320,1240325100013
59001-220,
59080-050,1240810200013
59070-510,1240810200041
59052-833,1240810200051
59054-120,1240810200041
59604-450,
59800-210,
59115-360,1240810200055
59020-213,
59132-370,1240810200059
59070-660,1240810200038
59050-255,1240810200046
22763-627,
59052-480,1240810200041
59600-315,
59475-150,
59025-310,1240810200035
59132-080,1240810200059
59075-150,1240810200020
59068-420,1240810200017
59042-530,1240810200045
59015-030,1240810200001
59296-862,1241200500001
58432-485,
59078-350,1240810200013
59082-075,1240810200013
59291-180,1241200500001
59607-410,
59068-280,1240810200017
59633-430,
59060-115,1240810200046
59156-778,1240325100005
59115-465,1240810200056
59074-020,1240810200049
59012-490,1240810200033
59140-450,1240325100004
59142-621,1240325100003
59628-620,
59149-316,1240325100014
59122-445,1240810200058
59150-260,1240325100021
59135-290,1240810200059
59131-030,1240810200059
59621-510,
59640-470,
59068-290,1240810200017
59056-580,1240810200020
59089-000,
59067-660,1240810200019
59142-115,1240325100030
59040-013,1240810200031
59073-330,1240810200042
59633-646,
59144-675,1240325100020
59607-877,
59622-410,
59145-040,1240325100025
59071-470,1240810200041
59074-745,1240810200048
59628-180,
59112-250,1240810200053
59125-090,1240810200053
59072-113,1240810200041
59122-261,1240810200058
59152-350,1240325100021
59084-300,1240810200016
59076-350,1240810200020
59141-530,1240325100029
59035-230,1240810200032
59616-703,
59133-390,1240810200058
59132-290,1240810200059
59138-260,1240810200059
59068-630,1240810200019
59145-510,1240325100025
59138-393,
59058-150,
59603-202,
59294-579,1241200500017
59122-036,1240810200057
59298-244,1241200500010
59138-609,1240810200004
59156-400,1240325100005
59012-148,1240810200030
59084-310,1240810200016
59072-190,1240810200049
59050-155,1240810200046
59122-152,1240810200058
59088-680,
59152-140,1240325100008
59090-720,1240810200013
59092-020,1240810200013
59073-252,1240810200042
59020-650,1240810200001
59293-702,1241200500016
59020-430,1240810200001
59141-555,1240325100029
59115-558,1240810200005
59140-110,1240325100007
59032-190,1240810200031
59067-260,1240810200019
59063-070,1240810200022
59293-522,1241200500017
59604-230,
59132-520,1240810200059
59084-370,1240810200016
59142-500,1240325100003
59132-390,1240810200059
59112-260,1240810200053
59140-565,1240325100004
59014-216,1240810200002
59607-133,
59619-190,
59630-670,
59120-599,1240810200053
59032-230,1240810200031
59069-605,1240810200019
59070-200,1240810200041
59295-462,1241200500018
59040-305,1240810200056
59144-370,1240325100020
59131-570,1240810200059
59072-103,1240810200049
59291-790,1241200500001
59633-680,
59088-755,1240810200016
59122-735,1240810200058
59139-810,1240810200004
59153-901,1240325100016
59010-600,1240810200029
59088-250,1240810200016
59152-010,1240325100008
59618-115,
59035-160,1240810200045
59115-380,1240810200056
59141-300,1240325100029
59148-610,1240325100028
59631-040,
59073-013,1240810200042
59054-640,1240810200020
59628-778,
59161-070,1240325100011
59060-320,1240810200046
59293-174,1241200500017
59115-598,1240810200005
50610-120,
54590-000,
59064-550,1240810200022
59615-330,
59075-901,1240810200020
59025-000,1240810200033
59073-159,1240810200042
59114-187,1240810200005
59037-630,1240810200031
59108-370,1240810200053
59050-185,1240810200046
59020-080,1240810200001
59138-040,1240810200059
59607-500,
59611-520,
59626-230,
58590-000,
59115-669,1240810200056
59120-320,1240810200053
59114-580,1240810200055
59012-500,1240810200033
59122-510,1240810200058
59108-060,1240810200053
02556-030,
59129-250,1240810200053
59030-610,1240810200032
59625-630,
59131-060,1240810200059
59156-450,1240325100005
59143-555,1240325100020
59078-320,1240810200013
59293-558,1241200500016
59000-200,
59015-330,1240810200001
59110-210,1240810200053
59050-380,1240810200046
59068-080,1240810200019
59025-490,1240810200035
59025-410,1240810200035
59153-900,1240325100016
59042-040,1240810200045
59082-310,1240810200013
59025-510,1240810200035
59076-280,1240810200020
59131-070,1240810200059
59086-520,1240810200016
59022-350,1240810200032
59012-260,1240810200033
59090-335,1240810200013
51090-190,
59073-069,1240810200042
59072-300,1240810200020
59064-520,1240810200022
59145-410,1240325100025
59030-330,1240810200032
59148-786,1240325100012
59148-350,1240325100012
59634-060,
59072-350,1240810200049
59066-130,1240810200022
59122-500,1240810200008
59073-014,1240810200042
59075-720,1240810200020
59124-480,1240810200053
59015-410,1240810200001
59070-450,1240810200041
59135-490,1240810200059
59295-814,1241200500008
59298-634,1241200500008
59135-670,1240810200059
59297-330,1241200500001
59072-440,1240810200049
59127-005,1240810200053
59114-317,1240810200056
59138-601,1240810200004
59090-715,1240810200012
59611-270,
59616-320,
59132-750,1240810200059
59022-275,1240810200031
59138-710,1240810200059
58707-070,
59072-020,1240810200039
59141-680,1240325100029
59148-470,1240325100012
59040-085,1240810200023
59060-777,
59631-503,
59115-330,1240810200055
50139-340,
59633-738,
59607-855,
54144-850,
59086-000,1240810200019
59138-120,1240810200059
59094-270,1240810200013
59150-673,1240325100021
59600-322,
59037-620,1240810200031
59295-432,1240810200005
59127-400,1240810200053
59135-210,1240810200059
59030-440,1240810200032
59625-750,
59146-295,1240325100019
59621-360,
59066-500,1240810200022
59612-068,
59139-480,1240810200004
59072-119,1240810200049
59685-000,
59104-060,1240810200056
59621-430,
59125-325,1241200500008
59621-150,
59605-580,
59069-220,1240810200017
59114-507,1240810200005
59604-445,
59600-160,
59112-040,1240810200053
59626-580,
59030-270,1240810200035
59615-260,
59138-616,1240810200004
59600-380,
59616-062,
59125-010,1240810200053
59625-606,
50760-205,
59626-218,
59108-305,1240810200053
59129-110,1240810200053
59042-370,1240810200060
59015-320,1240810200001
59635-250,
59600-460,
59610-010,
59614-180,
59072-280,1240810200049
59010-370,1240810200030
59600-430,
59625-050,
59625-020,
59108-240,1240810200053
59621-514,
59123-360,1240810200008
59601-050,
59138-320,1240810200059
59603-000,
59074-160,1240810200049
59611-455,
59035-250,1240810200045
59635-060,
59621-464,
59621-332,
59626-350,
59612-635,
59616-250,
59603-345,
59628-619,
59605-290,
59155-165,1240325100015
59122-360,1240810200058
59607-238,
59065-166,
59612-078,
59111-222,
59088-050,1240810200016
59127-140,1240810200053
59628-828,
59621-130,
59607-209,
59073-204,1240810200042
59626-752,
59612-100,
59625-000,
59074-614,1240810200048
59151-140,1240325100021
59110-480,1240810200053
59143-150,1240325100032
59145-150,
59063-550,
59065-230,1240810200021
59625-140,
59633-340,
59607-230,
59619-530,
59010-065,1240810200030
59631-400,
59607-001,
59127-170,1240810200053
59072-820,1240810200041
59073-310,1240810200048
59060-250,1240810200041
59604-452,
59631-270,
59145-703,1240325100025
59152-810,1240325100034
59612-035,
59600-530,
59112-180,1240810200053
59625-500,
59157-293,1240325100005
59612-150,
59615-105,
59025-250,1240810200033
59115-440,1240810200056
59064-020,1240810200041
59628-490,
59296-352,1241200500008
59634-090,
59628-140,
59157-300,1240325100005
59062-010,1240810200046
59633-260,
59612-075,
59114-130,1240810200056
59073-353,1240810200048
59633-135,
59150-158,
59147-600,1240325100017
59646-344,
59298-619,1241200500001
59124-650,1240810200053
59600-405,
59094-410,1240810200013
59607-548,
59090-150,1240810200013
59632-245,
59122-120,1240810200058
59600-005,
59133-280,1240810200059
59092-295,1240810200013
59625-605,
59056-610,1240810200020
59619-320,
59082-150,1240810200013
59632-198,
59138-420,1240810200059
59607-215,
59129-050,1240810200053
59612-062,
59613-800,
59149-250,1240325100012
59633-110,
62640-000,
59625-210,
59604-020,
59155-605,1240325100018
59297-090,1241200500001
59135-600,
59633-720,
59607-080,
59607-155,
59122-760,1240810200007
59614-670,
59092-180,1240810200013
59145-280,1240325100025
59063-290,1240810200020
59122-076,1240810200007
59125-500,1240810200008
59530-970,
59110-620,1240810200053
59631-000,
59291-141,1241200500001
59297-141,1241200500001
59090-240,1240810200011
59112-560,1240810200053
59621-392,
59135-050,1240810200059
59625-560,
59133-278,1240810200059
59070-080,1240810200041
59621-020,
59139-150,1240810200004
57070-000,
59092-480,1240810200013
59604-195,
59625-576,
59076-390,1240810200020
59633-315,
59633-280,
59131-390,1240810200059
59071-180,
59160-402,1240325100027
